plate	well	status	stock_conc	diluent_vol	final_vol	final_conc
PD7	B7	OK	25.57	12.5	20.46	10.0
PD7	C7	OK	22.26	9.8	17.81	10.0
PD7	D7	conc below target	5.47	0	8.0	5.47
PD7	E7	conc below target	1.44	0	8.0	1.44
PD7	F7	conc below target	9.95	0	8.0	9.95
PD7	G7	conc below target	3.57	0	8.0	3.57
PD7	H7	conc below target	2.49	0	8.0	2.49
PD7	A8	conc below target	2.07	0	8.0	2.07
PD7	B8	conc below target	3.04	0	8.0	3.04
PD7	C8	conc below target	6.5	0	8.0	6.5
PD7	D8	conc below target	9.54	0	8.0	9.54
PD7	E8	conc below target	1.05	0	8.0	1.05
PD7	F8	conc below target	9.67	0	8.0	9.67
PD7	G8	conc below target	7.2	0	8.0	7.2
PD7	H8	conc below target	1.43	0	8.0	1.43
PD7	A9	conc below target	0.29	0	8.0	0.29
PD7	B9	conc below target	4.74	0	8.0	4.74
PD7	C9	conc below target	0.53	0	8.0	0.53
PD7	D9	conc below target	6.46	0	8.0	6.46
PD7	E9	conc below target	4.12	0	8.0	4.12
PD7	F9	conc below target	0.32	0	8.0	0.32
PD7	G9	conc below target	0.0	0	8.0	0.0
PD7	H9	conc below target	1.26	0	8.0	1.26
PD7	A10	conc below target	4.69	0	8.0	4.69
PD7	B10	conc below target	0.76	0	8.0	0.76
PD7	C10	conc below target	0.71	0	8.0	0.71
PD7	D10	transfer too small	11.14	0	8.0	11.14
PD7	E10	conc below target	1.08	0	8.0	1.08
PD7	F10	conc below target	9.88	0	8.0	9.88
PD7	G10	conc below target	0.0	0	8.0	0.0
PD7	H10	conc below target	1.99	0	8.0	1.99
PD7	A11	conc below target	0.57	0	8.0	0.57
PD7	B11	conc below target	7.42	0	8.0	7.42
PD7	C11	transfer too small	15.04	0	8.0	15.04
PD7	D11	conc below target	2.68	0	8.0	2.68
PD7	E11	OK	27.11	13.7	21.69	10.0
PD7	F11	OK	41.93	25.5	33.54	10.0
PD7	G11	conc below target	0.11	0	8.0	0.11
PD7	H11	conc below target	1.93	0	8.0	1.93
PD7	A12	conc below target	2.37	0	8.0	2.37
PD7	B12	conc below target	0.23	0	8.0	0.23
PD7	C12	OK	21.72	9.4	17.38	10.0
PD7	D12	OK	29.29	15.4	23.43	10.0
PD7	E12	conc below target	7.97	0	8.0	7.97
PD7	F12	conc below target	5.49	0	8.0	5.49
PD7	G12	conc below target	0.33	0	8.0	0.33
PD7	H12	conc below target	2.93	0	8.0	2.93
PD8	A1	OK	88.72	63.0	70.98	10.0
PD8	B1	OK	35.33	20.3	28.26	10.0
PD8	C1	OK	93.59	66.9	74.87	10.0
PD8	D1	transfer too small	13.78	0	8.0	13.78
PD8	E1	conc below target	0.0	0	8.0	0.0
PD8	F1	OK	147.95	110.4	118.36	10.0
PD8	G1	OK	83.09	58.5	66.47	10.0
PD8	H1	OK	205.7	156.6	164.56	10.0
PD8	A2	OK	111.3	81.0	89.04	10.0
PD8	B2	OK	124.08	91.3	99.26	10.0
PD8	C2	OK	63.86	43.1	51.09	10.0
PD8	D2	OK	120.36	88.3	96.29	10.0
PD8	E2	OK	54.8	35.8	43.84	10.0
PD8	F2	OK	26.61	13.3	21.29	10.0
PD8	G2	OK	87.0	61.6	69.6	10.0
PD8	H2	OK	72.21	49.8	57.77	10.0
PD8	A3	conc below target	0.29	0	8.0	0.29
PD8	B3	conc below target	0.0	0	8.0	0.0
PD8	C3	conc below target	0.32	0	8.0	0.32
PD8	D3	conc below target	0.0	0	8.0	0.0
PD8	E3	conc below target	0.0	0	8.0	0.0
PD8	F3	conc below target	1.49	0	8.0	1.49
PD8	G3	transfer too small	10.77	0	8.0	10.77
PD8	H3	conc below target	0.26	0	8.0	0.26
PD8	A4	conc below target	1.23	0	8.0	1.23
PD8	B4	conc below target	8.77	0	8.0	8.77
PD8	C4	conc below target	0.0	0	8.0	0.0
PD8	D4	conc below target	3.63	0	8.0	3.63
PD8	E4	conc below target	2.26	0	8.0	2.26
PD8	F4	conc below target	1.66	0	8.0	1.66
PD8	G4	conc below target	1.94	0	8.0	1.94
PD8	H4	conc below target	0.0	0	8.0	0.0
PD8	A5	conc below target	2.65	0	8.0	2.65
PD8	B5	conc below target	0.0	0	8.0	0.0
PD8	C5	conc below target	6.58	0	8.0	6.58
PD8	D5	OK	69.27	47.4	55.42	10.0
PD8	E5	conc below target	0.5	0	8.0	0.5
PD8	F5	conc below target	3.19	0	8.0	3.19
PD8	G5	conc below target	0.77	0	8.0	0.77
PD8	H5	conc below target	1.7	0	8.0	1.7
PD8	A6	conc below target	3.2	0	8.0	3.2
PD8	B6	conc below target	6.88	0	8.0	6.88
PD8	C6	OK	32.88	18.3	26.3	10.0
PD8	D6	conc below target	1.46	0	8.0	1.46
PD8	E6	conc below target	0.0	0	8.0	0.0
PD8	F6	transfer too small	11.86	0	8.0	11.86
PD8	G6	conc below target	2.22	0	8.0	2.22
PD8	H6	conc below target	0.0	0	8.0	0.0
PD8	A7	OK	51.57	33.3	41.26	10.0
PD8	B7	OK	104.43	75.5	83.54	10.0
PD8	C7	OK	49.76	31.8	39.81	10.0
PD8	D7	OK	119.68	87.7	95.74	10.0
PD8	E7	OK	107.96	78.4	86.37	10.0
PD8	F7	OK	49.69	31.8	39.75	10.0
PD8	G7	OK	37.4	21.9	29.92	10.0
PD8	H7	conc below target	2.0	0	8.0	2.0
PD8	A8	OK	52.57	34.1	42.06	10.0
PD8	B8	OK	117.5	86.0	94.0	10.0
PD8	C8	OK	67.86	46.3	54.29	10.0
PD8	D8	OK	83.18	58.5	66.54	10.0
PD8	E8	OK	82.16	57.7	65.73	10.0
PD8	F8	OK	132.22	97.8	105.78	10.0
PD8	G8	OK	45.57	28.5	36.46	10.0
PD8	H8	conc below target	0.0	0	8.0	0.0
PD8	A9	OK	106.94	77.6	85.55	10.0
PD8	B9	OK	20.75	8.6	16.6	10.0
PD8	C9	OK	43.84	27.1	35.07	10.0
PD8	D9	OK	125.4	92.3	100.32	10.0
PD8	E9	OK	79.29	55.4	63.43	10.0
PD8	F9	OK	30.64	16.5	24.51	10.0
PD8	G9	OK	61.31	41.0	49.05	10.0
PD8	H9	conc below target	3.33	0	8.0	3.33
PD8	A10	OK	41.86	25.5	33.49	10.0
PD8	B10	OK	60.47	40.4	48.38	10.0
PD8	C10	OK	106.07	76.9	84.86	10.0
PD8	D10	OK	62.93	42.3	50.34	10.0
PD8	E10	conc below target	8.22	0	8.0	8.22
PD8	F10	OK	83.89	59.1	67.11	10.0
PD8	G10	conc below target	0.92	0	8.0	0.92
PD8	H10	conc below target	0.0	0	8.0	0.0
PD8	A11	OK	100.98	72.8	80.78	10.0
PD8	B11	conc below target	6.89	0	8.0	6.89
PD8	C11	conc below target	1.07	0	8.0	1.07
PD8	D11	OK	102.06	73.6	81.65	10.0
PD8	E11	OK	89.43	63.5	71.54	10.0
PD8	F11	conc below target	0.0	0	8.0	0.0
PD8	G11	conc below target	0.57	0	8.0	0.57
PD8	H11	conc below target	0.08	0	8.0	0.08
PD8	A12	transfer too small	11.5	0	8.0	11.5
PD8	B12	OK	175.84	132.7	140.67	10.0
PD8	C12	conc below target	8.73	0	8.0	8.73
PD8	D12	conc below target	3.41	0	8.0	3.41
PD8	E12	conc below target	0.92	0	8.0	0.92
PD8	F12	conc below target	7.39	0	8.0	7.39
PD8	G12	conc below target	0.0	0	8.0	0.0
PD8	H12	conc below target	9.56	0	8.0	9.56
PD9	A1	conc below target	0.0	0	8.0	0.0
PD9	B1	conc below target	0.0	0	8.0	0.0
PD9	C1	OK	36.86	21.5	29.49	10.0
PD9	D1	OK	61.64	41.3	49.31	10.0
PD9	E1	conc below target	7.25	0	8.0	7.25
PD9	F1	OK	62.46	42.0	49.97	10.0
PD9	G1	conc below target	7.74	0	8.0	7.74
PD9	H1	conc below target	0.0	0	8.0	0.0
PD9	A2	conc below target	0.0	0	8.0	0.0
PD9	B2	conc below target	2.0	0	8.0	2.0
PD9	C2	conc below target	0.0	0	8.0	0.0
PD9	D2	OK	24.57	11.7	19.66	10.0
PD9	E2	transfer too small	13.46	0	8.0	13.46
PD9	F2	OK	29.86	15.9	23.89	10.0
PD9	G2	OK	21.25	9.0	17.0	10.0
PD9	H2	OK	40.43	24.3	32.34	10.0
PD9	A3	OK	31.09	16.9	24.87	10.0
PD9	B3	OK	26.32	13.1	21.06	10.0
PD9	C3	OK	18.68	6.9	14.94	10.0
PD9	D3	OK	34.06	19.2	27.25	10.0
PD9	E3	OK	55.75	36.6	44.6	10.0
PD9	F3	conc below target	0.25	0	8.0	0.25
PD9	G3	conc below target	0.0	0	8.0	0.0
PD9	H3	OK	86.41	61.1	69.13	10.0
PD9	A4	conc below target	0.0	0	8.0	0.0
PD9	B4	OK	18.5	6.8	14.8	10.0
PD9	C4	conc below target	0.35	0	8.0	0.35
PD9	D4	conc below target	3.58	0	8.0	3.58
PD9	E4	conc below target	2.71	0	8.0	2.71
PD9	F4	OK	34.19	19.4	27.35	10.0
PD9	G4	OK	41.88	25.5	33.5	10.0
PD9	H4	OK	39.45	23.6	31.56	10.0
PD9	A5	conc below target	3.93	0	8.0	3.93
PD9	B5	conc below target	2.44	0	8.0	2.44
PD9	C5	conc below target	0.0	0	8.0	0.0
PD9	D5	OK	48.55	30.8	38.84	10.0
PD9	E5	OK	44.95	28.0	35.96	10.0
PD9	F5	conc below target	6.0	0	8.0	6.0
PD9	G5	OK	27.62	14.1	22.1	10.0
PD9	H5	conc below target	2.34	0	8.0	2.34
PD9	A6	OK	36.1	20.9	28.88	10.0
PD9	B6	conc below target	1.31	0	8.0	1.31
PD9	C6	conc below target	0.0	0	8.0	0.0
PD9	D6	conc below target	0.0	0	8.0	0.0
PD9	E6	conc below target	2.96	0	8.0	2.96
PD9	F6	conc below target	2.66	0	8.0	2.66
PD9	G6	conc below target	7.53	0	8.0	7.53
PD9	H6	conc below target	6.59	0	8.0	6.59
PD9	A7	conc below target	0.62	0	8.0	0.62
PD9	B7	conc below target	5.19	0	8.0	5.19
PD9	C7	OK	29.34	15.5	23.47	10.0
PD9	D7	conc below target	7.7	0	8.0	7.7
PD9	E7	conc below target	0.32	0	8.0	0.32
PD9	F7	conc below target	1.68	0	8.0	1.68
PD9	G7	OK	30.55	16.4	24.44	10.0
PD9	H7	conc below target	3.32	0	8.0	3.32
PD9	A8	conc below target	2.82	0	8.0	2.82
PD9	B8	OK	33.83	19.1	27.06	10.0
PD9	C8	conc below target	0.0	0	8.0	0.0
PD9	D8	conc below target	4.03	0	8.0	4.03
PD9	E8	conc below target	0.0	0	8.0	0.0
PD9	F8	OK	32.45	18.0	25.96	10.0
PD9	G8	OK	16.58	5.3	13.26	10.0
PD9	H8	OK	24.35	11.5	19.48	10.0
PD9	A9	conc below target	0.0	0	8.0	0.0
PD9	B9	conc below target	9.42	0	8.0	9.42
PD9	C9	transfer too small	15.88	0	8.0	15.88
PD9	D9	conc below target	0.0	0	8.0	0.0
PD9	E9	conc below target	0.0	0	8.0	0.0
PD9	F9	conc below target	1.32	0	8.0	1.32
PD9	G9	conc below target	4.68	0	8.0	4.68
PD9	H9	conc below target	3.7	0	8.0	3.7
PD9	A10	conc below target	0.06	0	8.0	0.06
PD9	B10	OK	26.2	13.0	20.96	10.0
PD9	C10	conc below target	0.92	0	8.0	0.92
PD9	D10	OK	41.7	25.4	33.36	10.0
PD9	E10	conc below target	0.0	0	8.0	0.0
PD9	F10	conc below target	1.73	0	8.0	1.73
PD9	G10	conc below target	0.54	0	8.0	0.54
PD9	H10	OK	27.25	13.8	21.8	10.0
PD9	A11	conc below target	0.0	0	8.0	0.0
PD9	B11	transfer too small	14.71	0	8.0	14.71
PD9	C11	conc below target	0.94	0	8.0	0.94
PD9	D11	conc below target	0.33	0	8.0	0.33
PD9	E11	transfer too small	10.74	0	8.0	10.74
PD9	F11	conc below target	0.0	0	8.0	0.0
PD9	G11	conc below target	0.0	0	8.0	0.0
PD9	H11	OK	32.19	17.8	25.75	10.0
PD9	A12	conc below target	0.0	0	8.0	0.0
PD9	B12	conc below target	0.0	0	8.0	0.0
PD9	C12	conc below target	0.0	0	8.0	0.0
PD9	D12	OK	18.43	6.7	14.74	10.0
PD9	E12	conc below target	0.5	0	8.0	0.5
PD9	F12	conc below target	0.0	0	8.0	0.0
PD9	G12	conc below target	0.0	0	8.0	0.0
PD9	H12	conc below target	2.51	0	8.0	2.51
