plate_name,well,value,conc,r2
PCE022,A01,45261,81.60833318156115,0.8529108671512717
PCE022,B01,1483,5.634876528505037,0.8529108671512717
PCE022,C01,30163,55.40687928810231,0.8529108671512717
PCE022,D01,43609,78.74141029,0.8529108671512717
PCE022,E01,46006,82.90122516398444,0.8529108671512717
PCE022,F01,1204,5.150692819651214,0.8529108671512717
PCE022,G01,46306,83.42185280791328,0.8529108671512717
PCE022,H01,37127,67.49238232917048,0.8529108671512717
PCE022,A02,45461,85.74999477156354,0.6847820572328877
PCE022,B02,4170,12.044969155944202,0.6847820572328877
PCE022,C02,552,5.586787405022434,0.6847820572328877
PCE022,D02,49668,93.25954995,0.6847820572328877
PCE022,E02,43084,81.50701577157983,0.6847820572328877
PCE022,F02,39740,75.53792794,0.6847820572328877
PCE022,G02,17332,35.53932742173534,0.6847820572328877
PCE022,H02,3915,11.589790508491175,0.6847820572328877
PCE022,A03,35218,67.46609325838175,0.6847820572328877
PCE022,B03,42811,81.01970686665953,0.6847820572328877
PCE022,C03,44386,83.83110439504587,0.6847820572328877
PCE022,D03,44705,84.40052395793809,0.6847820572328877
PCE022,E03,44609,84.22916258,0.6847820572328877
PCE022,F03,14826,31.06608157656951,0.6847820572328877
PCE022,G03,43920,82.99928772950426,0.6847820572328877
PCE022,H03,34280,65.79174984,0.6847820572328877
PCE022,A04,27918,54.43548884109903,0.6847820572328877
PCE022,B04,39016,74.24557758397624,0.6847820572328877
PCE022,C04,18860,38.266829277846014,0.6847820572328877
PCE022,D04,35447,67.87486153,0.6847820572328877
PCE022,E04,41233,78.20295429536198,0.6847820572328877
PCE022,F04,12999,27.804860443641353,0.6847820572328877
PCE022,G04,38600,73.50301163362151,0.6847820572328877
PCE022,H04,42620,80.67876913464569,0.6847820572328877
PCE022,A05,29303,56.90773365177526,0.6847820572328877
PCE022,B05,34851,66.81099300891015,0.6847820572328877
PCE022,C05,26949,52.705809980777516,0.6847820572328877
PCE022,D05,38860,73.96711535259321,0.6847820572328877
PCE022,E05,37127,70.87368556421637,0.6847820572328877
PCE022,F05,37100,70.82549017801547,0.6847820572328877
PCE022,G05,790,6.011620809311926,0.6847820572328877
PCE022,H05,37808,72.08928030506152,0.6847820572328877
PCE022,A06,23434,46.4314847,0.6847820572328877
PCE022,B06,42600,80.64306884857095,0.6847820572328877
PCE022,C06,43511,82.26921687927567,0.6847820572328877
PCE022,D06,41415,78.52782689864218,0.6847820572328877
PCE022,E06,1484,7.250420736105654,0.6847820572328877
PCE022,F06,40669,77.19620622805411,0.6847820572328877
PCE022,G06,41169,78.08871337992278,0.6847820572328877
PCE022,H06,752,5.943790265769906,0.6847820572328877
PCE022,A07,38064,72.54624396681828,0.6847820572328877
PCE022,B07,24666,48.63062232534513,0.6847820572328877
PCE022,C07,47857,90.02688904331825,0.6847820572328877
PCE022,D07,38603,73.50836667653272,0.6847820572328877
PCE022,E07,45878,86.49434573622202,0.6847820572328877
PCE022,F07,19317,39.082580814653994,0.6847820572328877
PCE022,G07,39891,75.80746509974644,0.6847820572328877
PCE022,H07,8944,20.566627441986356,0.6847820572328877
PCE022,A08,41857,79.31680322089409,0.6847820572328877
PCE022,B08,33857,65.03668879,0.6847820572328877
PCE022,C08,18076,36.86737806371593,0.6847820572328877
PCE022,D08,38858,73.96354532398574,0.6847820572328877
PCE022,E08,34005,65.30087090794834,0.6847820572328877
PCE022,F08,46709,87.97769262262776,0.6847820572328877
PCE022,G08,40068,76.12341263150795,0.6847820572328877
PCE022,H08,36875,70.42386195967455,0.6847820572328877
PCE022,A09,29021,56.40435961812133,0.6847820572328877
PCE022,B09,37620,71.75369762,0.6847820572328877
PCE022,C09,45224,85.32694638157777,0.6847820572328877
PCE022,D09,35885,68.65669779897458,0.6847820572328877
PCE022,E09,40990,77.76919582,0.6847820572328877
PCE022,F09,34564,66.29869390373752,0.6847820572328877
PCE022,G09,9060,20.77368910121989,0.6847820572328877
PCE022,H09,36160,69.14757673250234,0.6847820572328877
PCE022,A10,40232,76.41615497732087,0.6847820572328877
PCE022,B10,10265,22.92463133722341,0.6847820572328877
PCE022,C10,42027,79.62025565252944,0.6847820572328877
PCE022,D10,31337,60.53845274557706,0.6847820572328877
PCE022,E10,18679,37.94374168886955,0.6847820572328877
PCE022,F10,19356,39.152196372499745,0.6847820572328877
PCE022,G10,38416,73.17456900173383,0.6847820572328877
PCE022,H10,30842,59.654870665227065,0.6847820572328877
PCE022,A11,35843,68.5817272,0.6847820572328877
PCE022,B11,33560,64.50653954,0.6847820572328877
PCE022,C11,45099,85.10381959361061,0.6847820572328877
PCE022,D11,46464,87.54036412,0.6847820572328877
PCE022,E11,42589,80.62343369122983,0.6847820572328877
PCE022,F11,45381,85.60719362726454,0.6847820572328877
PCE022,G11,31792,61.35063425377756,0.6847820572328877
PCE022,H11,10544,23.422650327966135,0.6847820572328877
PCE022,A12,43508,82.26386183636447,0.6847820572328877
PCE022,B12,46650,87.87237677870725,0.6847820572328877
PCE022,C12,47610,89.58599051029512,0.6847820572328877
PCE022,D12,47682,89.71451154016421,0.6847820572328877
PCE022,E12,46483,87.57427938998312,0.6847820572328877
PCE022,F12,40841,77.50322868829693,0.6847820572328877
PCE022,G12,21905,43.702197832726284,0.6847820572328877
PCE022,H12,36297,69.39212369211437,0.6847820572328877
PCE024,A01,836,4.512056243098502,0.8529108671512717
PCE024,B01,52572,94.29602886410703,0.8529108671512717
PCE024,C01,43293,78.19301583738795,0.8529108671512717
PCE024,D01,49112,88.29145670412771,0.8529108671512717
