Sample_ID,Well,Plate,Country,RNA_conc(ng/µl),Aim conc (ng/µl),Final conc (ng/µl),RNA (µl),H2O (µl),End_vol (µl),,Final Conc.Total (ng),,,
blank,E04,RPA013,BLANK,6.9,20.0,3.5,25.0,25.0,50.0,50.0,172.5,,,
CFR0372,F04,RPA013,FRA,361.2,20.0,20.2,2.8,47.2,50.0,50.0,1011.4,,,
CGR0447,G04,RPA013,GER,147.8,20.0,20.1,6.8,43.2,50.0,50.0,1005.0,,,
CFR0391,H04,RPA013,FRA,145.1,20.0,20.3,7.0,43.0,50.0,50.0,1015.7,,,
CAR0489,A05,RPA013,USA,310.6,20.0,19.8,3.2,47.0,50.0,50.2,990.0,,,
CGR0353,B05,RPA013,GER,109.1,20.0,21.8,10.0,40.0,50.0,50.0,1091.0,,,
CGR0081,C05,RPA013,GER,112,20.0,20.2,9.0,41.0,50.0,50.0,1008.0,,,
CFR0377,D05,RPA013,FRA,38,20.0,19.0,25.0,25.0,50.0,50.0,950.0,,,
CFR0486,E05,RPA013,FRA,27.2,20.0,13.6,25.0,25.0,50.0,50.0,680.0,,,
CFR0390,F05,RPA013,FRA,69.7,20.0,20.9,15.0,35.0,50.0,50.0,1045.5,,,
EB,G05,RPA013,EB,2.1,20.0,1.1,25.0,25.0,50.0,50.0,52.5,,,
CGR0312,H05,RPA013,GER,333.5,20.0,20.0,3.0,47.0,50.0,50.0,1000.0,,,
CAR0361,A06,RPA013,USA,375.4,20.0,19.3,2.6,48.0,50.0,50.6,964.5,,,
CFR0258,B06,RPA013,FRA,248.6,20.0,20.0,4.0,46.0,50.0,50.0,1000.0,,,
CFR0488,C06,RPA013,FRA,220.7,20.0,20.3,4.6,45.4,50.0,50.0,1015.2,,,
CFR0348,D06,RPA013,FRA,67.8,20.0,20.3,15.0,35.0,50.0,50.0,1017.0,,,
CGR0002,E06,RPA013,GER,83.5,20.0,16.7,10.0,40.0,50.0,50.0,835.0,,,
CGR0385,F06,RPA013,GER,605.8,20.0,24.2,2.0,48.0,50.0,50.0,1211.6,,,
CFR0314,G06,RPA013,FRA,168,20.0,20.0,6.0,44.0,50.0,50.0,1000.0,,,
CGR0390,H06,RPA013,GER,147.4,20.0,20.0,6.8,43.2,50.0,50.0,1002.3,,,
CFR0439,A07,RPA013,FRA,10.3,20.0,5.2,25.0,25.0,50.0,50.0,257.5,,,
CGR0103,B07,RPA013,GER,104.5,20.0,20.9,10.0,40.0,50.0,50.0,1045.0,,,
CGR0380,C07,RPA013,GER,219.4,20.0,20.2,4.6,45.4,50.0,50.0,1009.2,,,
CFR0400,D07,RPA013,FRA,135,20.0,20.5,7.6,42.4,50.0,50.0,1026.0,,,
CFR0053,E07,RPA013,FRA,189.8,20.0,20.5,5.4,44.6,50.0,50.0,1024.9,,,
CGR0391,F07,RPA013,GER,348.6,20.0,20.9,3.0,47.0,50.0,50.0,1045.8,,,
CGR0066,G07,RPA013,GER,21.9,20.0,11.0,25.0,25.0,50.0,50.0,547.5,,,
CFR0481,H07,RPA013,FRA,117.2,20.0,20.6,8.8,41.2,50.0,50.0,1031.4,,,
CFR0215,A08,RPA013,FRA,46.6,20.0,20.5,22.0,28.0,50.0,50.0,1025.2,,,
blank,B08,RPA013,BLANK,6.3,20.0,3.2,25.0,25.0,50.0,50.0,157.5,,,
CAR0549,C08,RPA013,USA,47.5,20.0,20.0,21.0,29.0,50.0,50.0,997.5,,,
CFR0447,D08,RPA013,FRA,227.2,20.0,20.0,4.4,45.6,50.0,50.0,999.7,,,
CFR0337,E08,RPA013,FRA,227.1,20.0,20.0,4.4,45.6,50.0,50.0,999.2,,,
CFR0435,F08,RPA013,FRA,26.2,20.0,13.1,25.0,25.0,50.0,50.0,655.0,,,
CFR0172,G08,RPA013,FRA,106.4,20.0,21.3,10.0,40.0,50.0,50.0,1064.0,,,
CGR0432,H08,RPA013,GER,420.2,20.0,20.2,2.4,47.6,50.0,50.0,1008.5,,,
CFR0169,A09,RPA013,FRA,36.1,20.0,18.1,25.0,25.0,50.0,50.0,902.5,,,
CFR0211,B09,RPA013,FRA,95.5,20.0,19.1,10.0,40.0,50.0,50.0,955.0,,,
CFR0431,C09,RPA013,FRA,28.4,20.0,14.2,25.0,25.0,50.0,50.0,710.0,,,
CGR0365,D09,RPA013,GER,290.8,20.0,19.8,3.4,46.6,50.0,50.0,988.7,,,
CFR0358,E09,RPA013,FRA,20.5,20.0,10.3,25.0,25.0,50.0,50.0,512.5,,,
CFR0248,F09,RPA013,FRA,175.4,20.0,21.0,6.0,44.0,50.0,50.0,1052.4,,,
CFR0226,G09,RPA013,FRA,53.8,20.0,19.5,18.2,32.0,50.0,50.2,975.3,,,
CGR0421,H09,RPA013,GER,128.1,20.0,20.5,8.0,42.0,50.0,50.0,1024.8,,,
CGR0116,A10,RPA013,GER,129.8,20.0,20.8,8.0,42.0,50.0,50.0,1038.4,,,
CGR0115,B10,RPA013,GER,195.6,20.0,19.6,5.0,45.0,50.0,50.0,978.0,,,
CGR0226,C10,RPA013,GER,104.7,20.0,20.9,10.0,40.0,50.0,50.0,1047.0,,,
CFR0468,D10,RPA013,FRA,50.2,20.0,20.1,20.0,30.0,50.0,50.0,1004.0,,,
CFR0059,E10,RPA013,FRA,25.4,20.0,12.7,25.0,25.0,50.0,50.0,635.0,,,
CFR0116,F10,RPA013,FRA,88.1,20.0,17.6,10.0,40.0,50.0,50.0,881.0,,,
CGR0003,G10,RPA013,GER,661.3,20.0,26.5,2.0,48.0,50.0,50.0,1322.6,,,
CGR0386,H10,RPA013,GER,152,20.0,21.3,7.0,43.0,50.0,50.0,1064.0,,,
CGR0071,A11,RPA013,GER,260.5,20.0,20.8,4.0,46.0,50.0,50.0,1042.0,,,
CFR0233,B11,RPA013,FRA,152.2,20.0,21.3,7.0,43.0,50.0,50.0,1065.4,,,
CAR0786,C11,RPA013,USA,418.7,20.0,19.9,2.4,48.0,50.0,50.4,996.9,,,
CFR0373,D11,RPA013,FRA,150.4,20.0,21.1,7.0,43.0,50.0,50.0,1052.8,,,
CFR0362,E11,RPA013,FRA,95.7,20.0,19.1,10.0,40.0,50.0,50.0,957.0,,,
CFR0367,F11,RPA013,FRA,55.9,20.0,20.1,18.0,32.0,50.0,50.0,1006.2,,,
CAR0425,G11,RPA013,USA,142.1,20.0,20.0,7.0,43.0,50.0,50.0,1000.0,,,
CFR0322,H11,RPA013,FRA,52.5,20.0,20.0,19.0,31.0,50.0,50.0,1000.0,,,
CFR0384,A12,RPA013,FRA,48.7,20.0,20.5,21.0,29.0,50.0,50.0,1022.7,,,
CFR0382,B12,RPA013,FRA,91.9,20.0,18.4,10.0,40.0,50.0,50.0,919.0,,,
CGR0001,C12,RPA013,GER,155.7,20.0,21.8,7.0,43.0,50.0,50.0,1089.9,,,
CFR0131,D12,RPA013,FRA,341.9,20.0,20.5,3.0,47.0,50.0,50.0,1025.7,,,
CGR0034,E12,RPA013,GER,68.9,20.0,20.7,15.0,35.0,50.0,50.0,1033.5,,,
CGR0026,F12,RPA013,GER,38.4,20.0,19.2,25.0,25.0,50.0,50.0,960.0,,,
CGR0359,G12,RPA013,GER,48.9,20.0,20.5,21.0,29.0,50.0,50.0,1026.9,,,
CGR0098,H12,RPA013,GER,23.8,20.0,11.9,25.0,25.0,50.0,50.0,595.0,,,
CGR0315,A01,RPA014,GER,708.7,20.0,28.3,2.0,48.0,50.0,50.0,1417.4,,,
CGR0006,B01,RPA014,GER,100.3,20.0,20.0,10.0,40.0,50.0,50.0,1000.0,,,
CFR0179,C01,RPA014,FRA,31.6,20.0,15.8,25.0,25.0,50.0,50.0,790.0,,,
CFR0340,D01,RPA014,FRA,25.1,20.0,12.6,25.0,25.0,50.0,50.0,627.5,,,
CGR0346,E01,RPA014,GER,577.7,20.0,23.1,2.0,48.0,50.0,50.0,1155.4,,,
EB,F01,RPA014,EB,0,20.0,0.0,25.0,25.0,50.0,50.0,0.0,,,
CGR0068,G01,RPA014,GER,23.7,20.0,11.9,25.0,25.0,50.0,50.0,592.5,,,
CFR0214,H01,RPA014,FRA,44.7,20.0,20.6,23.0,27.0,50.0,50.0,1028.1,,,
CGR0118,A02,RPA014,GER,37.7,20.0,18.9,25.0,25.0,50.0,50.0,942.5,,,
CGR0119,B02,RPA014,GER,313.1,20.0,20.0,3.2,47.0,50.0,50.2,997.9,,,
CGR0067,C02,RPA014,GER,43.4,20.0,20.0,23.0,27.0,50.0,50.0,1000.0,,,
CGR0011,D02,RPA014,GER,58,20.0,19.7,17.0,33.0,50.0,50.0,986.0,,,
CAR0804,E02,RPA014,USA,147.1,20.0,20.6,7.0,43.0,50.0,50.0,1029.7,,,
CGR0289,F02,RPA014,GER,209.1,20.0,20.9,5.0,45.0,50.0,50.0,1045.5,,,
CFR0101,G02,RPA014,FRA,56.4,20.0,20.3,18.0,32.0,50.0,50.0,1015.2,,,
CAR0552,H02,RPA014,USA,186.6,20.0,20.2,5.4,44.6,50.0,50.0,1007.6,,,
CAR0487,A03,RPA014,USA,245.3,20.0,19.6,4.0,46.0,50.0,50.0,981.2,,,
CFR0417,B03,RPA014,FRA,38.4,20.0,19.2,25.0,25.0,50.0,50.0,960.0,,,
CGR0108,C03,RPA014,GER,151.1,20.0,21.2,7.0,43.0,50.0,50.0,1057.7,,,
CGR0156,D03,RPA014,GER,650.2,20.0,26.0,2.0,48.0,50.0,50.0,1300.4,,,
CFR0150,E03,RPA014,FRA,9.2,20.0,4.6,25.0,25.0,50.0,50.0,230.0,,,
CGR0004,F03,RPA014,GER,192.5,20.0,19.9,5.2,45.0,50.0,50.2,997.0,,,
CFR0165,G03,RPA014,FRA,93.7,20.0,18.7,10.0,40.0,50.0,50.0,937.0,,,
CFR0462,H03,RPA014,FRA,281.5,20.0,20.3,3.6,46.4,50.0,50.0,1013.4,,,
CGR0102,A04,RPA014,GER,124.8,20.0,20.0,8.0,42.0,50.0,50.0,1000.0,,,
CGR0200,B04,RPA014,GER,246.9,20.0,19.8,4.0,46.0,50.0,50.0,987.6,,,
CAR0506,C04,RPA014,USA,2.3,20.0,1.2,25.0,25.0,50.0,50.0,57.5,,,
CAR0509,D04,RPA014,USA,13.5,20.0,6.8,25.0,25.0,50.0,50.0,337.5,,,
CAR0510,E04,RPA014,USA,21,20.0,10.5,25.0,25.0,50.0,50.0,525.0,,,
CFR0149,F04,RPA014,FRA,57.6,20.0,20.7,18.0,32.0,50.0,50.0,1036.8,,,
CGR0010,G04,RPA014,GER,249.4,20.0,20.0,4.0,46.0,50.0,50.0,1000.0,,,
CFR0485,H04,RPA014,FRA,526.6,20.0,21.1,2.0,48.0,50.0,50.0,1053.2,,,
CFR0309,A05,RPA014,FRA,39.1,20.0,19.6,25.0,25.0,50.0,50.0,977.5,,,
CFR0472,B05,RPA014,FRA,82.6,20.0,16.5,10.0,40.0,50.0,50.0,826.0,,,
CGR0029,C05,RPA014,GER,17.8,20.0,8.9,25.0,25.0,50.0,50.0,445.0,,,
DEPC,D05,RPA014,DEPC,1.8,20.0,0.9,25.0,25.0,50.0,50.0,45.0,,,
CFR0230,E05,RPA014,FRA,93.7,20.0,18.7,10.0,40.0,50.0,50.0,937.0,,,
CGR0456,F05,RPA014,GER,84,20.0,16.8,10.0,40.0,50.0,50.0,840.0,,,
CFR0051,G05,RPA014,FRA,34.8,20.0,17.4,25.0,25.0,50.0,50.0,870.0,,,
CFR0344,H05,RPA014,FRA,42.4,20.0,20.4,24.0,26.0,50.0,50.0,1017.6,,,
CFR0267,A06,RPA014,FRA,47.1,20.0,20.7,22.0,28.0,50.0,50.0,1036.2,,,
CAR0332,B06,RPA014,USA,140.9,20.0,20.2,7.2,43.0,50.0,50.2,1010.4,,,
CGR0111,C06,RPA014,GER,484,20.0,21.2,2.2,48.0,50.0,50.2,1060.6,,,
CGR0188,D06,RPA014,GER,102.3,20.0,20.5,10.0,40.0,50.0,50.0,1023.0,,,
CGR0114,E06,RPA014,GER,442.1,20.0,21.1,2.4,48.0,50.0,50.4,1052.6,,,
CGR0425,F06,RPA014,GER,94.7,20.0,18.9,10.0,40.0,50.0,50.0,947.0,,,
CFR0180,G06,RPA014,FRA,52.3,20.0,20.9,20.0,30.0,50.0,50.0,1046.0,,,
CFR0477,H06,RPA014,FRA,90.9,20.0,18.2,10.0,40.0,50.0,50.0,909.0,,,
CGR0311,A07,RPA014,GER,372.8,20.0,22.4,3.0,47.0,50.0,50.0,1118.4,,,
CGR0417,B07,RPA014,GER,108.4,20.0,21.7,10.0,40.0,50.0,50.0,1084.0,,,
CFR0347,C07,RPA014,FRA,130.9,20.0,20.9,8.0,42.0,50.0,50.0,1047.2,,,
CAR0492,D07,RPA014,USA,278.6,20.0,20.1,3.6,46.4,50.0,50.0,1003.0,,,
CGR0286,E07,RPA014,GER,250.9,20.0,20.0,4.0,46.0,50.0,50.0,1000.0,,,
CGR0016,F07,RPA014,GER,115.8,20.0,20.8,9.0,41.0,50.0,50.0,1042.2,,,
CAR0488,G07,RPA014,USA,78.8,20.0,15.8,10.0,40.0,50.0,50.0,788.0,,,
CAR0491,H07,RPA014,USA,274.7,20.0,22.0,4.0,46.0,50.0,50.0,1098.8,,,
blank,A08,RPA014,BLANK,6.6,20.0,3.3,25.0,25.0,50.0,50.0,165.0,,,
CGR0307,B08,RPA014,GER,156.2,20.0,21.9,7.0,43.0,50.0,50.0,1093.4,,,
CGR0396,C08,RPA014,GER,163.6,20.0,19.6,6.0,44.0,50.0,50.0,981.6,,,
CFR0339,D08,RPA014,FRA,98.1,20.0,19.6,10.0,40.0,50.0,50.0,981.0,,,
CFR0345,E08,RPA014,FRA,116.7,20.0,21.0,9.0,41.0,50.0,50.0,1050.3,,,
CAR0505,F08,RPA014,USA,34.3,20.0,17.2,25.0,25.0,50.0,50.0,857.5,,,
CGR0348,G08,RPA014,GER,101.6,20.0,20.3,10.0,40.0,50.0,50.0,1016.0,,,
CGR0005,H08,RPA014,GER,423.4,20.0,20.2,2.4,48.0,50.0,50.4,1008.1,,,
CAR0548,A09,RPA014,USA,66.2,20.0,19.9,15.0,35.0,50.0,50.0,993.0,,,
CGR0352,B09,RPA014,GER,173.7,20.0,20.8,6.0,44.0,50.0,50.0,1042.2,,,
CGR0120,C09,RPA014,GER,256.7,20.0,20.5,4.0,46.0,50.0,50.0,1026.8,,,
CAR0507,D09,RPA014,USA,8,20.0,4.0,25.0,25.0,50.0,50.0,200.0,,,
CFR0110,E09,RPA014,FRA,324.8,20.0,26.0,4.0,46.0,50.0,50.0,1299.2,,,
CFR0381,F09,RPA014,FRA,64.8,20.0,19.4,15.0,35.0,50.0,50.0,972.0,,,
CFR0394,G09,RPA014,FRA,123.8,20.0,19.8,8.0,42.0,50.0,50.0,990.4,,,
CGR0109,H09,RPA014,GER,213.3,20.0,21.3,5.0,45.0,50.0,50.0,1066.5,,,
CFR0453,A10,RPA014,FRA,80.1,20.0,16.0,10.0,40.0,50.0,50.0,801.0,,,
CGR0355,B10,RPA014,GER,124.5,20.0,20.0,8.0,42.0,50.0,50.0,1000.0,,,
CGR0356,C10,RPA014,GER,92,20.0,18.4,10.0,40.0,50.0,50.0,920.0,,,
CGR0117,D10,RPA014,GER,163.1,20.0,22.8,7.0,43.0,50.0,50.0,1141.7,,,
CFR0197,E10,RPA014,FRA,256.7,20.0,20.5,4.0,46.0,50.0,50.0,1026.8,,,
CGR0351,F10,RPA014,GER,20.8,20.0,10.4,25.0,25.0,50.0,50.0,520.0,,,
CGR0090,G10,RPA014,GER,155.6,20.0,21.8,7.0,43.0,50.0,50.0,1089.2,,,
CGR0169,H10,RPA014,GER,192.6,20.0,20.0,5.2,45.0,50.0,50.2,997.5,,,
CAR0703,A11,RPA014,USA,21.8,20.0,10.9,25.0,25.0,50.0,50.0,545.0,,,
CFR0368,B11,RPA014,FRA,136.7,20.0,19.6,7.2,43.0,50.0,50.2,980.3,,,
blank,C11,RPA014,BLANK,1.1,20.0,0.6,25.0,25.0,50.0,50.0,27.5,,,
